State,District,Pincode,0-5 Age,5-17 Age,18+ Age,Total Enrolments,Child %
Andhra Pradesh,Cuddapah,516104,44,0,0,44,100.0
Andhra Pradesh,Cuddapah,516105,55,4,0,59,100.0
Andhra Pradesh,Cuddapah,516107,95,5,0,100,100.0
Andhra Pradesh,Cuddapah,516108,74,7,0,81,100.0
Andhra Pradesh,Cuddapah,516110,30,2,0,32,100.0
Andhra Pradesh,Cuddapah,516115,62,4,0,66,100.0
Andhra Pradesh,Cuddapah,516126,75,10,0,85,100.0
Andhra Pradesh,Cuddapah,516127,39,2,0,41,100.0
Andhra Pradesh,Cuddapah,516128,45,5,0,50,100.0
Andhra Pradesh,Cuddapah,516129,56,6,0,62,100.0
Andhra Pradesh,Cuddapah,516130,79,5,0,84,100.0
Andhra Pradesh,Cuddapah,516150,69,4,0,73,100.0
Andhra Pradesh,Cuddapah,516151,32,1,0,33,100.0
Andhra Pradesh,Cuddapah,516152,23,5,0,28,100.0
Andhra Pradesh,Cuddapah,516162,78,4,0,82,100.0
Andhra Pradesh,Cuddapah,516163,18,0,0,18,100.0
Andhra Pradesh,Cuddapah,516172,148,18,0,166,100.0
Andhra Pradesh,Cuddapah,516173,54,2,0,56,100.0
Andhra Pradesh,Cuddapah,516175,105,5,0,110,100.0
Andhra Pradesh,Cuddapah,516193,106,9,0,115,100.0
Andhra Pradesh,Cuddapah,516203,89,6,0,95,100.0
Andhra Pradesh,Cuddapah,516213,44,2,0,46,100.0
Andhra Pradesh,Cuddapah,516214,79,2,0,81,100.0
Andhra Pradesh,Cuddapah,516215,68,4,0,72,100.0
Andhra Pradesh,Cuddapah,516216,49,5,0,54,100.0
Andhra Pradesh,Cuddapah,516217,74,8,0,82,100.0
Andhra Pradesh,Cuddapah,516218,60,3,0,63,100.0
Andhra Pradesh,Cuddapah,516227,135,16,0,151,100.0
Andhra Pradesh,Cuddapah,516228,55,4,0,59,100.0
Andhra Pradesh,Cuddapah,516233,45,4,0,49,100.0
Andhra Pradesh,Cuddapah,516237,21,2,0,23,100.0
Andhra Pradesh,Cuddapah,516247,62,1,0,63,100.0
Andhra Pradesh,Cuddapah,516257,65,5,0,70,100.0
Andhra Pradesh,Cuddapah,516259,74,1,0,75,100.0
Andhra Pradesh,Cuddapah,516267,109,1,0,110,100.0
Andhra Pradesh,Cuddapah,516268,55,5,0,60,100.0
Andhra Pradesh,Cuddapah,516269,342,15,0,357,100.0
Andhra Pradesh,Cuddapah,516270,21,2,0,23,100.0
Andhra Pradesh,Cuddapah,516289,89,11,0,100,100.0
Andhra Pradesh,Cuddapah,516293,50,5,0,55,100.0
Andhra Pradesh,Cuddapah,516309,71,3,0,74,100.0
Andhra Pradesh,Cuddapah,516310,25,1,0,26,100.0
Andhra Pradesh,Cuddapah,516312,8,1,0,9,100.0
Andhra Pradesh,Cuddapah,516321,36,1,0,37,100.0
Andhra Pradesh,Cuddapah,516329,90,11,0,101,100.0
Andhra Pradesh,Cuddapah,516339,20,0,0,20,100.0
Andhra Pradesh,Cuddapah,516349,45,1,0,46,100.0
Andhra Pradesh,Cuddapah,516350,21,1,0,22,100.0
Andhra Pradesh,Cuddapah,516355,47,4,0,51,100.0
Andhra Pradesh,Cuddapah,516356,19,1,0,20,100.0
Andhra Pradesh,Cuddapah,516359,45,2,0,47,100.0
Andhra Pradesh,Cuddapah,516360,352,31,1,384,99.74
Andhra Pradesh,Cuddapah,516361,1,0,0,1,100.0
Andhra Pradesh,Cuddapah,516362,95,4,0,99,100.0
Andhra Pradesh,Cuddapah,516380,47,3,0,50,100.0
Andhra Pradesh,Cuddapah,516390,133,10,0,143,100.0
Andhra Pradesh,Cuddapah,516396,31,3,0,34,100.0
Andhra Pradesh,Cuddapah,516401,22,1,0,23,100.0
Andhra Pradesh,Cuddapah,516411,36,0,0,36,100.0
Andhra Pradesh,Cuddapah,516421,24,1,0,25,100.0
Andhra Pradesh,Cuddapah,516431,34,1,0,35,100.0
Andhra Pradesh,Cuddapah,516432,26,2,0,28,100.0
Andhra Pradesh,Cuddapah,516433,36,1,0,37,100.0
Andhra Pradesh,Cuddapah,516434,146,13,0,159,100.0
Andhra Pradesh,Cuddapah,516439,19,1,0,20,100.0
Andhra Pradesh,Cuddapah,516444,26,5,0,31,100.0
Andhra Pradesh,Cuddapah,516454,25,1,0,26,100.0
Andhra Pradesh,Cuddapah,516464,17,2,0,19,100.0
Andhra Pradesh,Cuddapah,516474,42,1,0,43,100.0
Andhra Pradesh,Cuddapah,516484,22,2,0,24,100.0
Andhra Pradesh,Cuddapah,516501,37,6,0,43,100.0
Andhra Pradesh,Cuddapah,516502,43,7,0,50,100.0
Andhra Pradesh,Cuddapah,516503,67,6,0,73,100.0
Andhra Pradesh,Cuddapah,516504,56,3,0,59,100.0
Andhra Pradesh,Cuddapah,516505,35,0,0,35,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533126,5,1,0,6,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533201,15,5,1,21,95.24
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533210,7,0,0,7,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533211,6,0,0,6,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533212,44,1,1,46,97.83
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533213,9,0,1,10,90.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533214,3,0,0,3,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533215,2,0,0,2,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533216,16,0,0,16,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533217,2,0,0,2,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533218,8,0,0,8,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533220,15,0,0,15,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533221,12,1,0,13,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533222,24,0,1,25,96.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533223,15,0,0,15,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533228,4,0,0,4,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533229,10,0,0,10,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533232,16,0,0,16,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533233,8,2,0,10,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533234,9,1,0,10,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533235,16,1,2,19,89.47
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533236,19,0,0,19,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533237,12,0,1,13,92.31
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533238,25,1,0,26,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533240,6,1,0,7,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533241,3,0,0,3,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533242,5,0,0,5,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533244,8,0,1,9,88.89
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533247,10,0,0,10,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533248,7,0,0,7,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533249,13,0,1,14,92.86
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533250,7,2,0,9,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533251,14,0,1,15,93.33
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533252,15,0,4,19,78.95
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533253,6,3,0,9,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533254,4,0,0,4,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533255,39,1,1,41,97.56
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533256,2,0,0,2,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533261,28,0,0,28,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533262,29,2,0,31,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533263,8,0,0,8,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533274,10,0,0,10,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533305,22,0,0,22,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533306,4,1,0,5,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533307,9,0,0,9,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533308,25,5,0,30,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533309,8,1,0,9,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533340,11,0,0,11,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533341,9,1,1,11,90.91
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533346,4,0,0,4,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533464,6,0,0,6,100.0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533577,4,0,1,5,80.0
Andhra Pradesh,East Godavari,507111,8,1,0,9,100.0
Andhra Pradesh,East Godavari,507113,12,5,0,17,100.0
Andhra Pradesh,East Godavari,507121,24,0,0,24,100.0
Andhra Pradesh,East Godavari,507126,18,4,0,22,100.0
Andhra Pradesh,East Godavari,507129,98,19,0,117,100.0
Andhra Pradesh,East Godavari,507134,54,2,0,56,100.0
Andhra Pradesh,East Godavari,507135,56,4,0,60,100.0
Andhra Pradesh,East Godavari,531110,5,0,0,5,100.0
Andhra Pradesh,East Godavari,533001,77,4,0,81,100.0
Andhra Pradesh,East Godavari,533002,104,3,0,107,100.0
Andhra Pradesh,East Godavari,533003,52,9,0,61,100.0
Andhra Pradesh,East Godavari,533004,20,4,0,24,100.0
Andhra Pradesh,East Godavari,533005,141,11,0,152,100.0
Andhra Pradesh,East Godavari,533006,48,2,0,50,100.0
Andhra Pradesh,East Godavari,533016,43,2,0,45,100.0
Andhra Pradesh,East Godavari,533101,331,35,1,367,99.73
Andhra Pradesh,East Godavari,533102,61,6,0,67,100.0
Andhra Pradesh,East Godavari,533103,33,7,1,41,97.56
Andhra Pradesh,East Godavari,533104,9,1,0,10,100.0
Andhra Pradesh,East Godavari,533105,40,4,1,45,97.78
Andhra Pradesh,East Godavari,533106,23,4,1,28,96.43
Andhra Pradesh,East Godavari,533107,79,8,2,89,97.75
Andhra Pradesh,East Godavari,533124,39,3,0,42,100.0
Andhra Pradesh,East Godavari,533125,99,8,0,107,100.0
Andhra Pradesh,East Godavari,533126,109,5,0,114,100.0
Andhra Pradesh,East Godavari,533201,96,3,0,99,100.0
Andhra Pradesh,East Godavari,533210,29,0,0,29,100.0
Andhra Pradesh,East Godavari,533211,70,1,0,71,100.0
Andhra Pradesh,East Godavari,533212,104,3,0,107,100.0
Andhra Pradesh,East Godavari,533213,44,1,0,45,100.0
Andhra Pradesh,East Godavari,533214,55,5,0,60,100.0
Andhra Pradesh,East Godavari,533215,10,0,0,10,100.0
Andhra Pradesh,East Godavari,533216,72,2,0,74,100.0
Andhra Pradesh,East Godavari,533217,39,2,0,41,100.0
Andhra Pradesh,East Godavari,533218,28,1,0,29,100.0
Andhra Pradesh,East Godavari,533220,53,4,0,57,100.0
Andhra Pradesh,East Godavari,533221,43,3,0,46,100.0
Andhra Pradesh,East Godavari,533222,108,3,0,111,100.0
Andhra Pradesh,East Godavari,533223,44,2,0,46,100.0
Andhra Pradesh,East Godavari,533228,43,3,0,46,100.0
Andhra Pradesh,East Godavari,533229,49,1,0,50,100.0
Andhra Pradesh,East Godavari,533232,27,0,0,27,100.0
Andhra Pradesh,East Godavari,533233,30,0,0,30,100.0
Andhra Pradesh,East Godavari,533234,44,1,0,45,100.0
Andhra Pradesh,East Godavari,533235,45,2,0,47,100.0
Andhra Pradesh,East Godavari,533236,25,2,0,27,100.0
Andhra Pradesh,East Godavari,533237,17,1,0,18,100.0
Andhra Pradesh,East Godavari,533238,36,4,0,40,100.0
Andhra Pradesh,East Godavari,533239,19,2,0,21,100.0
Andhra Pradesh,East Godavari,533240,43,0,0,43,100.0
Andhra Pradesh,East Godavari,533241,11,0,0,11,100.0
Andhra Pradesh,East Godavari,533242,22,2,0,24,100.0
Andhra Pradesh,East Godavari,533244,58,1,0,59,100.0
Andhra Pradesh,East Godavari,533247,74,2,0,76,100.0
Andhra Pradesh,East Godavari,533248,59,1,0,60,100.0
Andhra Pradesh,East Godavari,533249,34,3,0,37,100.0
Andhra Pradesh,East Godavari,533250,33,1,0,34,100.0
Andhra Pradesh,East Godavari,533251,32,1,0,33,100.0
Andhra Pradesh,East Godavari,533252,24,1,0,25,100.0
Andhra Pradesh,East Godavari,533253,20,1,0,21,100.0
Andhra Pradesh,East Godavari,533254,24,0,0,24,100.0
Andhra Pradesh,East Godavari,533255,93,2,0,95,100.0
Andhra Pradesh,East Godavari,533260,19,0,0,19,100.0
Andhra Pradesh,East Godavari,533261,33,1,0,34,100.0
Andhra Pradesh,East Godavari,533262,65,8,0,73,100.0
Andhra Pradesh,East Godavari,533263,37,0,0,37,100.0
Andhra Pradesh,East Godavari,533264,17,1,0,18,100.0
Andhra Pradesh,East Godavari,533274,29,0,0,29,100.0
Andhra Pradesh,East Godavari,533284,20,2,0,22,100.0
Andhra Pradesh,East Godavari,533285,55,7,0,62,100.0
Andhra Pradesh,East Godavari,533286,72,8,0,80,100.0
Andhra Pradesh,East Godavari,533287,84,3,0,87,100.0
Andhra Pradesh,East Godavari,533288,52,14,0,66,100.0
Andhra Pradesh,East Godavari,533289,91,7,0,98,100.0
Andhra Pradesh,East Godavari,533290,9,5,0,14,100.0
Andhra Pradesh,East Godavari,533291,51,2,0,53,100.0
Andhra Pradesh,East Godavari,533292,19,0,0,19,100.0
Andhra Pradesh,East Godavari,533293,44,3,0,47,100.0
Andhra Pradesh,East Godavari,533294,91,3,0,94,100.0
Andhra Pradesh,East Godavari,533295,48,2,0,50,100.0
Andhra Pradesh,East Godavari,533296,41,2,1,44,97.73
Andhra Pradesh,East Godavari,533297,30,4,0,34,100.0
Andhra Pradesh,East Godavari,533305,27,2,0,29,100.0
Andhra Pradesh,East Godavari,533306,10,0,0,10,100.0
Andhra Pradesh,East Godavari,533307,30,2,0,32,100.0
Andhra Pradesh,East Godavari,533308,70,6,0,76,100.0
Andhra Pradesh,East Godavari,533309,20,0,0,20,100.0
Andhra Pradesh,East Godavari,533339,35,11,0,46,100.0
Andhra Pradesh,East Godavari,533340,25,0,0,25,100.0
Andhra Pradesh,East Godavari,533341,71,6,1,78,98.72
Andhra Pradesh,East Godavari,533342,77,6,0,83,100.0
Andhra Pradesh,East Godavari,533343,51,1,1,53,98.11
Andhra Pradesh,East Godavari,533344,29,2,0,31,100.0
Andhra Pradesh,East Godavari,533345,19,1,0,20,100.0
Andhra Pradesh,East Godavari,533346,16,0,0,16,100.0
Andhra Pradesh,East Godavari,533401,223,10,0,233,100.0
Andhra Pradesh,East Godavari,533406,98,5,0,103,100.0
Andhra Pradesh,East Godavari,533407,64,3,0,67,100.0
Andhra Pradesh,East Godavari,533408,70,2,0,72,100.0
Andhra Pradesh,East Godavari,533428,97,14,0,111,100.0
Andhra Pradesh,East Godavari,533429,77,5,0,82,100.0
Andhra Pradesh,East Godavari,533430,90,5,0,95,100.0
Andhra Pradesh,East Godavari,533431,63,7,0,70,100.0
Andhra Pradesh,East Godavari,533432,44,2,0,46,100.0
Andhra Pradesh,East Godavari,533433,44,2,0,46,100.0
Andhra Pradesh,East Godavari,533434,63,3,0,66,100.0
Andhra Pradesh,East Godavari,533435,155,13,0,168,100.0
Andhra Pradesh,East Godavari,533436,70,15,0,85,100.0
Andhra Pradesh,East Godavari,533437,161,15,0,176,100.0
Andhra Pradesh,East Godavari,533440,75,6,0,81,100.0
Andhra Pradesh,East Godavari,533444,20,1,0,21,100.0
Andhra Pradesh,East Godavari,533445,90,10,0,100,100.0
Andhra Pradesh,East Godavari,533446,80,3,0,83,100.0
Andhra Pradesh,East Godavari,533447,29,0,0,29,100.0
Andhra Pradesh,East Godavari,533448,54,1,0,55,100.0
Andhra Pradesh,East Godavari,533449,117,7,0,124,100.0
Andhra Pradesh,East Godavari,533450,193,13,0,206,100.0
Andhra Pradesh,East Godavari,533461,36,3,0,39,100.0
Andhra Pradesh,East Godavari,533462,44,2,0,46,100.0
Andhra Pradesh,East Godavari,533463,47,2,0,49,100.0
Andhra Pradesh,East Godavari,533464,67,5,0,72,100.0
Andhra Pradesh,East Godavari,533468,38,1,0,39,100.0
Andhra Pradesh,East Godavari,533483,72,14,0,86,100.0
Andhra Pradesh,East Godavari,533577,28,1,0,29,100.0
Andhra Pradesh,East Godavari,534111,5,0,0,5,100.0
Andhra Pradesh,East Godavari,534112,18,1,0,19,100.0
Andhra Pradesh,East Godavari,534156,2,0,0,2,100.0
Andhra Pradesh,East Godavari,534176,8,0,0,8,100.0
Andhra Pradesh,East Godavari,534216,7,0,0,7,100.0
Andhra Pradesh,East Godavari,534218,4,0,0,4,100.0
Andhra Pradesh,East Godavari,534227,8,1,0,9,100.0
Andhra Pradesh,East Godavari,534301,19,2,0,21,100.0
Andhra Pradesh,East Godavari,534302,9,0,0,9,100.0
Andhra Pradesh,East Godavari,534305,7,0,0,7,100.0
Andhra Pradesh,East Godavari,534312,2,0,0,2,100.0
Andhra Pradesh,East Godavari,534313,14,1,0,15,100.0
Andhra Pradesh,East Godavari,534315,16,1,0,17,100.0
Andhra Pradesh,East Godavari,534316,18,4,1,23,95.65
Andhra Pradesh,East Godavari,534318,7,2,0,9,100.0
Andhra Pradesh,East Godavari,534328,2,0,0,2,100.0
Andhra Pradesh,East Godavari,534329,12,0,0,12,100.0
Andhra Pradesh,East Godavari,534330,13,0,0,13,100.0
Andhra Pradesh,East Godavari,534331,2,0,0,2,100.0
Andhra Pradesh,East Godavari,534340,4,0,0,4,100.0
Andhra Pradesh,East Godavari,534341,9,1,0,10,100.0
Andhra Pradesh,East Godavari,534342,15,0,0,15,100.0
Andhra Pradesh,East Godavari,534350,24,3,0,27,100.0
Andhra Pradesh,Eluru,507114,20,3,1,24,95.83
Andhra Pradesh,Eluru,507121,5,3,0,8,100.0
Andhra Pradesh,Eluru,507135,5,0,0,5,100.0
Andhra Pradesh,Eluru,521105,5,4,0,9,100.0
Andhra Pradesh,Eluru,521111,2,0,0,2,100.0
Andhra Pradesh,Eluru,521201,18,2,0,20,100.0
Andhra Pradesh,Eluru,521207,9,0,0,9,100.0
Andhra Pradesh,Eluru,521211,10,1,0,11,100.0
Andhra Pradesh,Eluru,521212,4,0,0,4,100.0
Andhra Pradesh,Eluru,521213,7,1,0,8,100.0
Andhra Pradesh,Eluru,521214,8,0,1,9,88.89
Andhra Pradesh,Eluru,521325,4,1,0,5,100.0
Andhra Pradesh,Eluru,521329,7,0,0,7,100.0
Andhra Pradesh,Eluru,521333,25,1,1,27,96.3
Andhra Pradesh,Eluru,521340,4,1,0,5,100.0
Andhra Pradesh,Eluru,521343,5,0,0,5,100.0
Andhra Pradesh,Eluru,521344,22,3,0,25,100.0
Andhra Pradesh,Eluru,521345,7,0,0,7,100.0
Andhra Pradesh,Eluru,534001,28,3,2,33,93.94
Andhra Pradesh,Eluru,534002,25,1,2,28,92.86
Andhra Pradesh,Eluru,534003,7,4,0,11,100.0
Andhra Pradesh,Eluru,534004,9,0,0,9,100.0
Andhra Pradesh,Eluru,534005,19,1,0,20,100.0
Andhra Pradesh,Eluru,534007,6,1,1,8,87.5
Andhra Pradesh,Eluru,534112,2,0,0,2,100.0
Andhra Pradesh,Eluru,534134,2,0,0,2,100.0
Andhra Pradesh,Eluru,534165,1,0,0,1,100.0
Andhra Pradesh,Eluru,534186,1,0,0,1,100.0
Andhra Pradesh,Eluru,534195,1,0,0,1,100.0
Andhra Pradesh,Eluru,534196,2,0,0,2,100.0
Andhra Pradesh,Eluru,534197,4,0,1,5,80.0
Andhra Pradesh,Eluru,534198,14,1,0,15,100.0
Andhra Pradesh,Eluru,534311,5,0,0,5,100.0
Andhra Pradesh,Eluru,534312,26,1,0,27,100.0
Andhra Pradesh,Eluru,534315,3,0,0,3,100.0
Andhra Pradesh,Eluru,534318,4,0,1,5,80.0
Andhra Pradesh,Eluru,534341,3,0,0,3,100.0
Andhra Pradesh,Eluru,534401,5,0,0,5,100.0
Andhra Pradesh,Eluru,534406,17,0,0,17,100.0
Andhra Pradesh,Eluru,534411,6,0,0,6,100.0
Andhra Pradesh,Eluru,534416,4,0,1,5,80.0
Andhra Pradesh,Eluru,534425,17,1,1,19,94.74
Andhra Pradesh,Eluru,534426,6,0,0,6,100.0
Andhra Pradesh,Eluru,534427,5,0,2,7,71.43
Andhra Pradesh,Eluru,534432,3,2,0,5,100.0
Andhra Pradesh,Eluru,534435,1,0,0,1,100.0
Andhra Pradesh,Eluru,534437,8,1,0,9,100.0
Andhra Pradesh,Eluru,534442,2,0,0,2,100.0
Andhra Pradesh,Eluru,534447,46,2,0,48,100.0
Andhra Pradesh,Eluru,534448,19,1,0,20,100.0
Andhra Pradesh,Eluru,534449,3,0,0,3,100.0
Andhra Pradesh,Eluru,534450,5,0,0,5,100.0
Andhra Pradesh,Eluru,534451,16,0,0,16,100.0
Andhra Pradesh,Eluru,534452,11,1,0,12,100.0
Andhra Pradesh,Eluru,534455,1,0,0,1,100.0
Andhra Pradesh,Eluru,534456,16,1,1,18,94.44
Andhra Pradesh,Eluru,534460,16,1,0,17,100.0
Andhra Pradesh,Eluru,534461,6,0,0,6,100.0
Andhra Pradesh,Eluru,534462,12,1,0,13,100.0
Andhra Pradesh,Eluru,534467,8,2,0,10,100.0
Andhra Pradesh,Eluru,534475,6,0,1,7,85.71
Andhra Pradesh,Guntur,522001,296,36,2,334,99.4
Andhra Pradesh,Guntur,522002,174,28,1,203,99.51
Andhra Pradesh,Guntur,522003,202,14,0,216,100.0
Andhra Pradesh,Guntur,522004,182,16,2,200,99.0
Andhra Pradesh,Guntur,522005,125,23,2,150,98.67
Andhra Pradesh,Guntur,522006,131,18,6,155,96.13
Andhra Pradesh,Guntur,522007,57,7,1,65,98.46
Andhra Pradesh,Guntur,522009,1,0,0,1,100.0
Andhra Pradesh,Guntur,522015,30,1,0,31,100.0
Andhra Pradesh,Guntur,522016,40,2,0,42,100.0
Andhra Pradesh,Guntur,522017,103,8,0,111,100.0
Andhra Pradesh,Guntur,522018,86,13,0,99,100.0
Andhra Pradesh,Guntur,522019,138,10,1,149,99.33
Andhra Pradesh,Guntur,522020,44,8,0,52,100.0
Andhra Pradesh,Guntur,522034,96,5,1,102,99.02
Andhra Pradesh,Guntur,522101,130,22,0,152,100.0
Andhra Pradesh,Guntur,522111,62,12,0,74,100.0
Andhra Pradesh,Guntur,522112,57,5,0,62,100.0
Andhra Pradesh,Guntur,522113,42,5,0,47,100.0
Andhra Pradesh,Guntur,522124,144,12,0,156,100.0
Andhra Pradesh,Guntur,522201,188,24,4,216,98.15
Andhra Pradesh,Guntur,522202,72,7,3,82,96.34
Andhra Pradesh,Guntur,522211,34,1,1,36,97.22
Andhra Pradesh,Guntur,522212,130,14,1,145,99.31
Andhra Pradesh,Guntur,522213,65,4,2,71,97.18
Andhra Pradesh,Guntur,522233,57,11,0,68,100.0
Andhra Pradesh,Guntur,522234,36,6,0,42,100.0
Andhra Pradesh,Guntur,522235,64,3,0,67,100.0
Andhra Pradesh,Guntur,522236,73,9,0,82,100.0
Andhra Pradesh,Guntur,522237,38,2,1,41,97.56
Andhra Pradesh,Guntur,522256,39,3,0,42,100.0
Andhra Pradesh,Guntur,522257,41,4,0,45,100.0
Andhra Pradesh,Guntur,522258,8,0,0,8,100.0
Andhra Pradesh,Guntur,522259,47,3,0,50,100.0
Andhra Pradesh,Guntur,522261,58,5,0,63,100.0
Andhra Pradesh,Guntur,522262,46,2,0,48,100.0
Andhra Pradesh,Guntur,522264,23,4,0,27,100.0
Andhra Pradesh,Guntur,522265,93,6,0,99,100.0
Andhra Pradesh,Guntur,522268,25,0,0,25,100.0
Andhra Pradesh,Guntur,522301,42,2,0,44,100.0
Andhra Pradesh,Guntur,522302,27,2,0,29,100.0
Andhra Pradesh,Guntur,522303,23,2,0,25,100.0
Andhra Pradesh,Guntur,522304,28,5,1,34,97.06
Andhra Pradesh,Guntur,522305,23,1,0,24,100.0
Andhra Pradesh,Guntur,522306,26,2,0,28,100.0
Andhra Pradesh,Guntur,522307,46,1,0,47,100.0
Andhra Pradesh,Guntur,522308,32,0,0,32,100.0
Andhra Pradesh,Guntur,522309,46,6,0,52,100.0
Andhra Pradesh,Guntur,522310,9,0,0,9,100.0
Andhra Pradesh,Guntur,522311,32,3,0,35,100.0
Andhra Pradesh,Guntur,522312,14,0,0,14,100.0
Andhra Pradesh,Guntur,522313,27,0,0,27,100.0
Andhra Pradesh,Guntur,522314,57,8,0,65,100.0
Andhra Pradesh,Guntur,522315,85,6,0,91,100.0
Andhra Pradesh,Guntur,522316,22,2,0,24,100.0
Andhra Pradesh,Guntur,522317,9,1,0,10,100.0
Andhra Pradesh,Guntur,522318,24,0,0,24,100.0
Andhra Pradesh,Guntur,522324,42,7,0,49,100.0
Andhra Pradesh,Guntur,522325,33,3,0,36,100.0
Andhra Pradesh,Guntur,522329,33,6,0,39,100.0
Andhra Pradesh,Guntur,522330,59,6,0,65,100.0
Andhra Pradesh,Guntur,522341,20,0,0,20,100.0
Andhra Pradesh,Guntur,522401,34,4,0,38,100.0
Andhra Pradesh,Guntur,522402,70,9,0,79,100.0
Andhra Pradesh,Guntur,522403,215,22,0,237,100.0
Andhra Pradesh,Guntur,522408,42,7,0,49,100.0
Andhra Pradesh,Guntur,522409,87,13,0,100,100.0
Andhra Pradesh,Guntur,522410,188,18,0,206,100.0
Andhra Pradesh,Guntur,522411,95,16,0,111,100.0
Andhra Pradesh,Guntur,522412,69,6,0,75,100.0
Andhra Pradesh,Guntur,522413,227,23,0,250,100.0
Andhra Pradesh,Guntur,522414,132,17,0,149,100.0
Andhra Pradesh,Guntur,522415,128,20,0,148,100.0
Andhra Pradesh,Guntur,522421,106,15,0,121,100.0
Andhra Pradesh,Guntur,522426,229,26,0,255,100.0
Andhra Pradesh,Guntur,522435,47,6,0,53,100.0
Andhra Pradesh,Guntur,522436,39,7,0,46,100.0
Andhra Pradesh,Guntur,522437,70,7,0,77,100.0
Andhra Pradesh,Guntur,522438,114,13,0,127,100.0
Andhra Pradesh,Guntur,522439,16,2,0,18,100.0
Andhra Pradesh,Guntur,522501,188,14,0,202,100.0
Andhra Pradesh,Guntur,522502,34,4,1,39,97.44
Andhra Pradesh,Guntur,522503,320,29,1,350,99.71
Andhra Pradesh,Guntur,522508,60,8,1,69,98.55
Andhra Pradesh,Guntur,522509,135,9,0,144,100.0
Andhra Pradesh,Guntur,522510,0,0,1,1,0.0
Andhra Pradesh,Guntur,522529,103,2,1,106,99.06
Andhra Pradesh,Guntur,522549,72,3,0,75,100.0
Andhra Pradesh,Guntur,522601,363,36,0,399,100.0
Andhra Pradesh,Guntur,522603,47,6,0,53,100.0
Andhra Pradesh,Guntur,522611,21,6,0,27,100.0
Andhra Pradesh,Guntur,522612,130,13,1,144,99.31
Andhra Pradesh,Guntur,522613,100,16,0,116,100.0
Andhra Pradesh,Guntur,522614,148,12,0,160,100.0
